rms_mean,zcr_mean,centroid_mean,emotion
0.0638057291507721,0.0509526678856383,769.3107144508971,neutral
0.05834530293941498,0.046480219414893616,790.0814760821398,neutral
0.053042467683553696,0.05818338597074468,792.8600144277108,neutral
0.0454021617770195,0.05414207945478723,783.7355889279766,neutral
0.07703974843025208,0.07455639128989362,1001.1204641485741,calm
0.06748185306787491,0.060479346742021274,920.4176960447255,calm
0.08112054318189621,0.07307076961436171,964.5254448253241,calm
0.06728889793157578,0.059518367686170214,876.1705453273282,calm
0.08565840870141983,0.05570561835106383,959.7210453218136,calm
0.08223539590835571,0.10202480884308511,1321.8120813893738,calm
0.13358013331890106,0.11912504155585106,1480.6156386389384,calm
0.09614548832178116,0.09937042885638298,1290.3761021938465,calm
0.08743827790021896,0.06193380152925532,939.3360377171199,happy
0.078212209045887,0.0642609291888298,963.5968482634768,happy
0.09109866619110107,0.06898790724734043,939.2619360717279,happy
0.10847316682338715,0.0855011635638298,1183.9357990935855,happy
0.06414368003606796,0.07126828457446809,1086.8776551047958,happy
0.061666689813137054,0.07499272772606383,1102.6301692210257,happy
0.11318661272525787,0.10834129820478723,1455.9294585033633,happy
0.09658626466989517,0.10088721742021277,1359.7509817603082,happy
0.06255538761615753,0.07204226230053191,1073.1114037726538,sad
0.05815153568983078,0.06937749335106383,968.3880779321856,sad
0.06665448099374771,0.06312333776595745,864.9489642917085,sad
0.07104313373565674,0.0649933510638298,862.8118141426976,sad
0.084532231092453,0.07745491190159574,1099.1504532296078,sad
0.058638155460357666,0.07197992852393617,1101.4924447703988,sad
0.07847335934638977,0.07977165059840426,1101.5804636751916,sad
0.10528261214494705,0.0879425698138298,1203.705388489544,sad
0.06428029388189316,0.10538044381648937,1440.8589938307368,angry
0.09952374547719955,0.11063725897606383,1584.8998246977683,angry
0.07629816234111786,0.08858668550531915,1129.3672575536214,angry
0.07567251473665237,0.11043986868351063,1382.6276142536271,angry
0.0933222770690918,0.11679271941489362,1695.5623161830435,angry
0.08914756029844284,0.24598466589095744,2694.102309000398,angry
0.08313442766666412,0.16219768118351063,1867.6547104681986,angry
0.13977022469043732,0.16431702958776595,2038.0942856077515,angry
0.06952730566263199,0.06762175864361702,1043.3910981746044,fearful
0.1219981387257576,0.07263443317819149,1052.4079002244775,fearful
0.0902428925037384,0.3320520279255319,2060.6453598692688,fearful
0.09366050362586975,0.09926134474734043,1251.0787204058265,fearful
0.08455856144428253,0.19908888796542554,2473.7872890783674,fearful
0.06404859572649002,0.10100149601063829,1576.8062529647566,fearful
0.08373414725065231,0.10231050531914894,1365.588680169576,fearful
0.07202447950839996,0.09068006150265957,1283.7982299061798,fearful
0.10156411677598953,0.10935941655585106,1391.970678259766,disgust
0.07443088293075562,0.11080348238031915,1434.620902491563,disgust
0.10166843980550766,0.10532849900265957,1359.4806376558029,disgust
0.09718432277441025,0.11165018284574468,1382.6598005415497,disgust
0.08064836263656616,0.12944647606382978,1722.985165197035,disgust
0.10495996475219727,0.11646546708776596,1559.5538361733204,disgust
0.08217595517635345,0.13843812333776595,1786.1474807009006,disgust
0.09167586266994476,0.1399185505319149,1752.7141436668992,disgust
0.05685845762491226,0.05565367353723404,837.997041790018,surprised
0.05705811083316803,0.05244867852393617,810.6060005030719,surprised
0.057099271565675735,0.07242145944148937,991.7192032065557,surprised
0.06466920673847198,0.06509724069148937,883.9191223783954,surprised
0.07287764549255371,0.0631856715425532,915.2087639090144,surprised
0.07771332561969757,0.0764627659574468,1107.919896305521,surprised
0.07368799299001694,0.08058198969414894,1138.7946466901162,surprised
0.08944118767976761,0.05554458942819149,837.1917533165722,surprised
0.06166606396436691,0.08297664561170212,1129.6251855608862,neutral
0.0697774887084961,0.07985476230053191,1145.5679776017494,neutral
0.06234435737133026,0.09693941156914894,1204.8893642222067,neutral
0.06608349084854126,0.08926716256648937,1122.6661355031958,neutral
0.06651581078767776,0.0882334607712766,1304.7565860598797,calm
0.09781500697135925,0.09504862034574468,1363.0394234990438,calm
0.07466349005699158,0.10568172373670212,1358.1742504599636,calm
0.07406152784824371,0.11492790059840426,1410.9760017005574,calm
0.08003126829862595,0.11376433676861702,1538.4431341364107,calm
0.06833250820636749,0.1037130152925532,1442.2995768498745,calm
0.07907143980264664,0.12891663896276595,1576.1357594084054,calm
0.11196709424257278,0.1281478557180851,1596.7573581506902,calm
0.04948243871331215,0.08062354554521277,1122.482265937904,happy
0.058314040303230286,0.0868673121675532,1217.1098010131254,happy
0.06263266503810883,0.09723549700797872,1293.5670137157992,happy
0.06646907329559326,0.09170856881648937,1229.1313178671246,happy
0.04832525923848152,0.0733876329787234,1152.6006014549005,happy
0.043109651654958725,0.07780294215425532,1169.765917525523,happy
0.05280817300081253,0.08056640625,1139.1233355820812,happy
0.055803604423999786,0.10010285073138298,1296.1819515618529,happy
0.09065490961074829,0.09159429022606383,1257.9899456177866,sad
0.05419522151350975,0.08541805186170212,1180.006321763977,sad
0.05803733319044113,0.08164685837765957,1110.17730866789,sad
0.05448760837316513,0.0892100232712766,1174.6247680435424,sad
0.04102553054690361,0.08610372340425532,1232.2385490806976,sad
0.05760515481233597,0.08992686170212766,1181.7682439057585,sad
0.07607527077198029,0.0836934840425532,1165.311426936673,sad
0.06471210718154907,0.10871010638297872,1295.3751230053413,sad
0.05573064088821411,0.08419215425531915,1220.029760420766,angry
0.058323100209236145,0.11888090093085106,1548.5593675788493,angry
0.07095670700073242,0.11276180186170212,1442.8923299441515,angry
0.06264843791723251,0.11303191489361702,1473.9089340313587,angry
0.07209651172161102,0.12508311170212766,1536.5637997140595,angry
0.07118972390890121,0.12306765292553191,1579.4735346079535,angry
0.0637272372841835,0.13814723238031915,1571.2355396095418,angry
0.08930723369121552,0.1396016871675532,1671.1008233315872,angry
0.06976797431707382,0.09707966256648937,1356.5680751388948,fearful
0.08182933181524277,0.09433178191489362,1353.0836093464416,fearful
0.07354836910963058,0.11761344747340426,1451.8048818325883,fearful
0.07983329147100449,0.12503636136968085,1476.6510172138367,fearful
0.06251519918441772,0.11791472739361702,1425.0105693692246,fearful
0.07194246351718903,0.09686668882978723,1289.5108514474637,fearful
0.061490532010793686,0.11256441156914894,1408.6744779137057,fearful
0.05781235545873642,0.10031582446808511,1275.956484766162,fearful
0.08586931973695755,0.10759329288563829,1425.602602498159,disgust
0.06629294157028198,0.10279359208776596,1272.299553110228,disgust
0.09079984575510025,0.12120283410904255,1500.5544685195284,disgust
0.07914017885923386,0.10939577792553191,1386.4032531046641,disgust
0.0804244726896286,0.1394510472074468,1777.6709137611133,disgust
0.06126760318875313,0.11691738696808511,1544.5951338436817,disgust
0.10722406208515167,0.12971658909574468,1627.6661859309045,disgust
0.06265117973089218,0.14551820146276595,1669.8712976585425,disgust
0.06465338170528412,0.0865244763962766,1197.9824049425185,surprised
0.06466389447450638,0.09110081449468085,1209.1638835099975,surprised
0.05455077067017555,0.11009703291223404,1279.4101860133403,surprised
0.06354685872793198,0.10466360538563829,1285.7734510030107,surprised
0.07841198146343231,0.1196808510638298,1488.1594063778969,surprised
0.08195982873439789,0.11158784906914894,1446.5196844862496,surprised
0.10084979981184006,0.12822577293882978,1501.094253413087,surprised
0.05780021846294403,0.12630900930851063,1488.3918718918978,surprised
0.07187558710575104,0.06642702792553191,978.453706252145,neutral
0.06822904944419861,0.06809965093085106,980.4459369895588,neutral
0.07834500819444656,0.08868018617021277,1131.1779817007364,neutral
0.05804608762264252,0.08527780086436171,1097.4963368870228,neutral
0.07810800522565842,0.08511157746010638,1352.7552150384624,calm
0.06446970254182816,0.09314224567819149,1394.0521568696595,calm
0.07805468887090683,0.12328062666223404,1536.554130797575,calm
0.10079678148031235,0.12783099235372342,1734.715411672022,calm
0.07796704769134521,0.1283244680851064,1898.3237426382439,calm
0.0837770625948906,0.10963991855053191,1578.464355037927,calm
0.10902830213308334,0.13738883809840424,1883.8637752343716,calm
0.10179119557142258,0.15068671043882978,1952.6431640358198,calm
0.10081678628921509,0.09082550698138298,1288.3313440873653,happy
0.08941084146499634,0.0842804604388298,1253.4720870361932,happy
0.0798775851726532,0.09188518118351063,1210.1065483810069,happy
0.06046362221240997,0.09383311170212766,1246.381423432517,happy
0.08722760528326035,0.10504799700797872,1703.2330689869295,happy
0.10848710685968399,0.11744722406914894,1911.004360475273,happy
0.10615048557519913,0.17012445977393617,2343.9156244557976,happy
0.09029483795166016,0.12387279753989362,1701.5093387200793,happy
0.053003888577222824,0.07748088430851063,1156.516863592741,sad
0.08729875087738037,0.08472199135638298,1369.699263694213,sad
0.06792359799146652,0.09986390458776596,1391.5736485668044,sad
0.06811946630477905,0.10852829953457446,1522.191052906637,sad
0.11590048670768738,0.1560318317819149,1527.937561229824,sad
0.1057266965508461,0.12941530917553193,1883.4734764801738,sad
0.06346745789051056,0.11491231715425532,1777.8692606811796,sad
0.0999615266919136,0.09412919714095745,1538.1042255844804,sad
0.058568425476551056,0.0988302027925532,1476.916036083436,angry
0.06884278357028961,0.11272544049202128,1547.2600981992002,angry
0.09165651351213455,0.10509994182180851,1391.9794072022703,angry
0.09150472283363342,0.1773655668218085,2153.530613105403,angry
0.0864291563630104,0.12706220910904256,1937.2053028833445,angry
0.0836801826953888,0.13238655252659576,1945.949418641402,angry
0.07346094399690628,0.15259827958776595,1954.6945851810171,angry
0.108059823513031,0.15863946143617022,2092.9288828222193,angry
0.062159214168787,0.11984187998670212,1597.392124486985,fearful
0.06380772590637207,0.10706345578457446,1606.137288632785,fearful
0.08474013209342957,0.07998981881648937,1182.5731377359248,fearful
0.058444611728191376,0.09868995179521277,1370.6881045040784,fearful
0.06462982296943665,0.11031520113031915,1884.1034641043916,fearful
0.08067954331636429,0.13496820977393617,1950.6108480309392,fearful
0.06517987698316574,0.10484541223404255,1569.343506952645,fearful
0.07792898267507553,0.16797394448138298,2058.73813581393,fearful
0.04583268612623215,0.23219851230053193,2289.895859740851,disgust
0.06651095300912857,0.10110538563829788,1481.368398215091,disgust
0.05931451544165611,0.12937375332446807,1647.7846861738722,disgust
0.06740771979093552,0.14114444813829788,1750.443294984507,disgust
0.056137628853321075,0.15061918218085107,1951.5515098994276,disgust
0.08750525116920471,0.1739320146276596,2280.7078142087653,disgust
0.06778372824192047,0.17288272938829788,2099.5899425167236,disgust
0.0792306661605835,0.17218147440159576,2135.37039452042,disgust
0.08048851788043976,0.06700361535904255,1042.6683726716342,surprised
0.0706220418214798,0.06713347739361702,1118.1766827859271,surprised
0.06306376308202744,0.07837952958776596,1035.9774570783973,surprised
0.07926809787750244,0.10520383144946809,1285.5732659075352,surprised
0.06278733164072037,0.07418758311170212,1075.057099883663,surprised
0.04579222947359085,0.08612450132978723,1234.956745854326,surprised
0.05743292719125748,0.09473175698138298,1249.9937213159105,surprised
0.06127751246094704,0.07352268949468085,1045.0211933338046,surprised
0.06924151629209518,0.06827106881648937,1028.524793138749,neutral
0.07080423831939697,0.06582966256648937,984.651861776894,neutral
0.05144898593425751,0.06501412898936171,866.2858770353806,neutral
0.055315736681222916,0.06310255984042554,865.580178201059,neutral
0.08277194201946259,0.09412400265957446,1271.7337084951178,calm
0.12163558602333069,0.09398375166223404,1283.8779503863002,calm
0.1282566785812378,0.09997818317819149,1386.191675963063,calm
0.10561220347881317,0.10740109707446809,1324.7241194411733,calm
0.10773983597755432,0.10141186003989362,1484.1855146864634,calm
0.10409066826105118,0.10049763131648937,1335.754824740697,calm
0.11511256545782089,0.1277790475398936,1632.8471570872507,calm
0.09761165082454681,0.13491107047872342,1620.4595689166076,calm
0.06724739074707031,0.07481092087765957,1114.9638997201305,happy
0.06828790158033371,0.07991190159574468,1198.9256931983737,happy
0.08242369443178177,0.09415516954787234,1234.3067724852722,happy
0.08952410519123077,0.07979242852393617,1044.391482566035,happy
0.0789581760764122,0.1072296791888298,1510.7866170674242,happy
0.06895262002944946,0.09601998836436171,1355.28474014909,happy
0.07521285116672516,0.1142058676861702,1413.380728208447,happy
0.06889244168996811,0.12943608710106383,1577.0386248424632,happy
0.061591580510139465,0.07936648105053191,1071.0260683647223,sad
0.07092998176813126,0.0739278590425532,1090.8279568987662,sad
0.07803456485271454,0.09226437832446809,1195.0584618015005,sad
0.06401193141937256,0.11514606881648937,1290.7129093519993,sad
0.08788704127073288,0.09864839594414894,1329.9702833008814,sad
0.08471887558698654,0.11069959275265957,1435.9839299042058,sad
0.08905304223299026,0.13092170877659576,1558.9393680334244,sad
